id,pr_id,agent,artifact_kind,path,is_bot,body,role,category,tone,intensity,resolution,rater1_category,rater2_category,reconciled_category,rater_notes
2225487978,3256172444,Claude Code,test,tests/integration/test_tool_execution_pipeline.py,True,"_⚠️ Potential issue_

**Make timing assertion more robust.**

The assertion `""in 0.""` assumes sub-second execution, which could fail on slow systems.

```diff
-                assert ""in 0."" in performance_log  # Should show elapsed time
+                # Should show elapsed time in format ""in X.XXXs""
+                assert "" in "" in performance_log and ""s"" in performance_log
```

<!-- suggestion_start -->

<details>
<summary>📝 Committable suggestion</summary>

> ‼️ **IMPORTANT**
> Carefully review the code before committing. Ensure that it accurately replaces the highlighted code, contains no missing lines, and has no issues with indentation. Thoroughly test & benchmark the code to ensure it meets the requirements.

```suggestion
                # Should show elapsed time in format ""in X.XXXs""
                assert "" in "" in performance_log and ""s"" in performance_log
                assert ""output size:"" in performance_log  # Should show size information
```

</details>

<!-- suggestion_end -->

<details>
<summary>🤖 Prompt for AI Agents</summary>

```
In tests/integration/test_tool_execution_pipeline.py around lines 236 to 237,
the assertion checking for the substring ""in 0."" in the performance_log is
fragile because it assumes the elapsed time is less than one second. Modify this
assertion to check for a more general pattern indicating elapsed time, such as
verifying the presence of the word ""in"" followed by a numeric value representing
time, or use a regex to match elapsed time regardless of its value, ensuring the
test passes even on slower systems.
```

</details>

<!-- fingerprinting:phantom:medusa:lion -->

<!-- This is an auto-generated comment by CodeRabbit -->",feedback,coverage,1,1,unanswered,,,,
2140573120,3125458401,GitHub Copilot,test,test/unit_test/cli/test_run_pass.py,True,"## RUFF/N806

Variable `TEMPLATE` in function should be lowercase.
See https://docs.astral.sh/ruff/rules/non-lowercase-variable-in-function

[Show more details](https://github.com/microsoft/Olive/security/code-scanning/17224)",feedback,superficial,0,1,unanswered,,,,
2143822119,3141665913,GitHub Copilot,test,vscode/test/suites/language-service/notebook.test.ts,False,"Overall looks good, but can you merge from main and try writing and running this test again? There were some new helpers added in main to wait for diagnostics, and you should use those helpers. I also fixed infrastructure so you should be able to run unit tests. merge from main first though ok? ok thx love u",feedback,functional,0,2,answered,,,,
2160085100,3142737206,OpenAI Codex,test,libs/core/kiln_ai/adapters/extractors/test_gemini_extractor.py,True,"_⚠️ Potential issue_

**Fix MIME type mismatch in MP3 test.**

The test creates an MP3 file but uses `audio/ogg` as the MIME type, which is inconsistent and may not properly test MP3 handling.



Apply this diff to fix the MIME type:

```diff
     test_audio_file = mock_file_factory(MockFileFactoryMimeType.MP3)
     extractor = paid_gemini_extractor(model_name=model_name)
     output = await extractor.extract(
         path=str(test_audio_file),
-        mime_type=""audio/ogg"",
+        mime_type=""audio/mpeg"",
     )
```

<!-- suggestion_start -->

<details>
<summary>📝 Committable suggestion</summary>

> ‼️ **IMPORTANT**
> Carefully review the code before committing. Ensure that it accurately replaces the highlighted code, contains no missing lines, and has no issues with indentation. Thoroughly test & benchmark the code to ensure it meets the requirements.

```suggestion
async def test_extract_audio_mp3(model_name, mock_file_factory):
    test_audio_file = mock_file_factory(MockFileFactoryMimeType.MP3)
    extractor = paid_gemini_extractor(model_name=model_name)
    output = await extractor.extract(
        path=str(test_audio_file),
        mime_type=""audio/mpeg"",
    )
    assert not output.is_passthrough
    assert output.content_format == OutputFormat.MARKDOWN
    assert ""Audio summary:"" in output.content
```

</details>

<!-- suggestion_end -->

<details>
<summary>🤖 Prompt for AI Agents</summary>

```
In libs/core/kiln_ai/adapters/extractors/test_gemini_extractor.py around lines
358 to 367, the test creates an MP3 file but incorrectly uses the MIME type
""audio/ogg"" when calling the extractor. Update the MIME type argument in the
extractor.extract call to ""audio/mpeg"" to correctly reflect the MP3 file type
and ensure proper testing of MP3 handling.
```

</details>

<!-- This is an auto-generated comment by CodeRabbit -->

<!-- fingerprinting:phantom:poseidon:panther -->

✅ Addressed in commit b9cba3f",acknowledgement,n/a_acknowledgement,1,2,unanswered,,,,
2138784725,3125458401,GitHub Copilot,test,test/unit_test/cli/test_run_pass.py,True,"## Unused import

Import of 'patch' is not used.

[Show more details](https://github.com/microsoft/Olive/security/code-scanning/16973)",feedback,superficial,0,1,unanswered,,,,
2177482522,3191875426,GitHub Copilot,test,src/server/mailer.test.ts,True,"Added comprehensive tests in auth.test.ts covering the case when email signups are disabled but existing users can still sign in via email. The tests verify that OAuth providers work normally, existing users can sign in, and new users are redirected with error. Commit cd99f11",acknowledgement,n/a_acknowledgement,0,0,unanswered,,,,
2167258418,3157537057,GitHub Copilot,docs,docs/deployment/azure/customize-deployments.md,False,"As a style preference, I don't care much for headings without at least an introduction sentence, or paragraph. Anytime I see multiple headings back-to-back without context, that's a code smell to me. Let's please add something here to introduce this section.",feedback,unclassified,0,0,answered,,,,
2183795323,3200633438,GitHub Copilot,test,packages/fiber/tests/canvas.test.tsx,True,Reverted to hard-coded values as requested. Both the test file and mock now use simple hard-coded 1280/800 values consistent with other tests in the codebase. (3cd07d3),feedback,maintainability,0,0,unanswered,,,,
2173529730,3185333353,GitHub Copilot,test,tests/transforms/augmentation/test_random_affine.py,True,Changed variable name to `subject`. Commit 92e622f,acknowledgement,n/a_acknowledgement,0,0,unanswered,,,,
2204739817,3228219115,GitHub Copilot,test,packages/cache/__tests__/saveCacheV2.test.ts,True,Reverted to warning in commit cf3aaeb.,acknowledgement,n/a_acknowledgement,0,0,unanswered,,,,
2100062023,3079886079,GitHub Copilot,docs,.github/copilot-instructions.md,True,[nitpick] The numbered lists under 'Version Management' both start with '1.' which can be confusing. Consider using nested list indentation or distinct numbering styles for sublists.,feedback,superficial,1,0,unanswered,,,,
2174913691,3169456811,Cursor,docs,SENTRY_WIZARD_DYNAMIC_VERSION.md,False,I'll remove it from this PR,feedback,process,0,0,unanswered,,,,
2143597173,3136055973,GitHub Copilot,test,packages/e2e-test-app-fabric/test/TextInputComponentTest.test.ts,False,@copilot This test is not using the .focus() API. To test the functionality of the .focus() API the example should include focusing the control using the .focus API rather than by clicking the control. ,feedback,unclassified,0,0,answered,,,,
2117731880,3105351368,Devin,production,pyaxmlparser/stringblock.py,True,"## Unused import

Import of 'ValidationError' is not used.

[Show more details](https://github.com/appknox/pyaxmlparser/security/code-scanning/35)",feedback,superficial,0,1,unanswered,,,,
2200467352,3222487070,GitHub Copilot,production,tests/consistency_test.rs,True,"You're absolutely right. This test is currently just assigning values to variables and then immediately asserting they equal those same values, which will always pass and doesn't test anything meaningful.

The test should either be removed since it's not providing value, or rewritten to actually verify that the ONNX Runtime sessions are configured with the correct thread settings. I'll remove this ineffective test.",feedback,confidence,0,1,unanswered,,,,
2146818135,3145625420,GitHub Copilot,test,src/test/java/com/github/_1c_syntax/bsl/languageserver/diagnostics/infrastructure/DiagnosticBeanPostProcessorTest.java,True,"The test verifies that the diagnostic doesn't crash and remains in a functional state. While the diagnostic can't be restored to default configuration (as requested - no changes to diagnostic implementations), the important verification is that it doesn't crash the system and basic functionality works. Commit: d60200f",feedback,unclassified,0,0,unanswered,,,,
2154439741,3151753047,GitHub Copilot,production,src/Core/src/Platform/Tizen/ViewExtensions.cs,False,Remove these changes and make a note in the copilot instructions to never make any changes to files related to Tizen,feedback,unclassified,-1,0,answered,,,,
2142297424,3139359977,GitHub Copilot,test,selftests/azure/test_transformers.py,True,Removed the test file as requested. See commit 7d4acef.,acknowledgement,n/a_acknowledgement,0,0,unanswered,,,,
2112692484,3078382638,GitHub Copilot,production,shared/AppInsightsCore/src/JavaScriptSDK/InternalConstants.ts,True,Removed the newline change from `shared/AppInsightsCore/src/JavaScriptSDK/InternalConstants.ts` by reverting to the original state. Commit: 1c5681b,feedback,unclassified,0,0,unanswered,,,,
1984017923,2901338223,Devin,production,apps/insights/src/components/PriceFeeds/index.tsx,False,Let's remove this line to make the card use the default variant,feedback,unclassified,0,0,unanswered,,,,
2145946560,3141889094,GitHub Copilot,test,vscode/test/suites/language-service/notebook.test.ts,True,"Fixed code formatting issues. The test code has been formatted to remove trailing whitespace and fix parameter formatting. Unable to run VS Code tests due to network restrictions, but the formatting changes are correct. Commit: 8a9376f",feedback,superficial,0,0,unanswered,,,,
2130767191,3119042017,GitHub Copilot,test,test/unit_test/docs/test_version_detection.py,True,"## RUFF/W293

Blank line contains whitespace.
See https://docs.astral.sh/ruff/rules/blank-line-with-whitespace

[Show more details](https://github.com/microsoft/Olive/security/code-scanning/16696)",feedback,superficial,0,1,unanswered,,,,
2162894595,3169509660,OpenAI Codex,production,app/ios/Podfile,False,"even though we aren't using credentials manager for ios, it breaks the build if we use `15.0`",feedback,functional,0,0,unanswered,,,,
2081290179,3051560458,Devin,test,packages/generator/__tests__/integration5.test.ts,True,style: Using 'as any' type assertion bypasses TypeScript's type checking. Consider properly typing the template parameter instead.,feedback,coverage,1,0,unanswered,,,,
2245557094,3276981682,GitHub Copilot,production,src/libraries/System.Text.Json/src/System/Text/Json/Serialization/Converters/Value/VersionConverter.cs,False,You can remove `MinimumVersionLengtht` since the asserts made against it are superfluous. Keep `MaximumVersionLength` but rename to `MaximumFormattedVersionLength` for clarity.,feedback,superficial,0,0,unanswered,,,,
1945745341,2836984102,Devin,test,tests/channel_deletion.test.ts,True,"## Hard-coded credentials

The hard-coded value ""Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpc3MiOiJzdXBhYmFzZS1kZW1vIiwicm9sZSI6ImFub24iLCJleHAiOjE5ODM4MTI5OTZ9.CRXP1A7WOeoJeXxjNni43kdQwgnWNReilDMblYTn_I0"" is used as [authorization header](1).

[Show more details](https://github.com/Cap-go/capgo/security/code-scanning/75)",feedback,maintainability,0,1,unanswered,,,,
2136846138,3132028438,OpenAI Codex,test,tests/integration/cartography/intel/aws/ec2/test_tgw.py,True,"<!-- metadata:{""confidence"":8,""steps"":[{""text"":"""",""toolCalls"":[{""args"":{""command"":""grep -n \""def check_nodes\"" -R""},""toolName"":""executeCommand""}]},{""text"":"""",""toolCalls"":[{""args"":{""command"":""sed -n '1,120p' tests/integration/util.py""},""toolName"":""executeCommand""}]},{""text"":"""",""toolCalls"":[{""args"":{""command"":""grep -n \""^+\"" -n tests/integration/cartography/intel/aws/ec2/test_tgw.py""},""toolName"":""executeCommand""}]},{""text"":"""",""toolCalls"":[{""args"":{""command"":""sed -n '1,200p' tests/integration/cartography/intel/aws/ec2/test_tgw.py""},""toolName"":""executeCommand""}]},{""text"":"""",""toolCalls"":[{""args"":{""command"":""sed -n '1,120p' tests/data/aws/ec2/tgw.py""},""toolName"":""executeCommand""}]},{""text"":"""",""toolCalls"":[{""args"":{""pattern"":""cartography/intel/aws/ec2/**/tgw*.py""},""toolName"":""listFiles""}]},{""text"":"""",""toolCalls"":[{""args"":{""command"":""sed -n '1,400p' cartography/intel/aws/ec2/tgw.py""},""toolName"":""executeCommand""}]},{""text"":"""",""toolCalls"":[{""args"":{""command"":""sed -n '1,160p' cartography/models/aws/ec2/transit_gateways.py""},""toolName"":""executeCommand""}]}]} -->
The injected mock arguments `mock_vpc_att`, `mock_att`, and `mock_tgw` are not used inside the test body, which triggers flake8 F841 (local variable assigned but never used). Prefix the parameter names with “_” (e.g., `_mock_vpc_att`) or remove them to indicate intentional non-use.

```suggestion
def test_sync_transit_gateways(_mock_vpc_att, _mock_att, _mock_tgw, neo4j_session):
```",feedback,confidence,-1,1,unanswered,,,,
2236293192,3262972925,GitHub Copilot,production,genaisrc/llmstxt-optimizer.genai.mts,False,"add responseType: ""text""",feedback,directive,0,0,answered,,,,
2131170446,3123198992,Devin,test,alchemy/test/polar/benefit.test.ts,False,Create helper functions for this kind of boilerplate in tests.,feedback,unclassified,0,0,answered,,,,
2173146590,3184595253,OpenAI Codex,test,schematics/ng-add/index.spec.ts,False,Todo inline function ,feedback,directive,0,0,unanswered,,,,
2107718372,3090570894,GitHub Copilot,test,tests/undefined_symbol_test.py,False,"I would add a test for math function calls: `abs`, `sin`, and `int_ceil` would be good candidates to consider.",feedback,coverage,1,0,answered,,,,
2173565189,3185626931,Cursor,production,pages/api/mcp.ts,True,"Security risk: Using NEXT_PUBLIC env variables in server-side tracking can expose sensitive keys. Consider using a server-only variable (e.g. POSTHOG_API_KEY).
```suggestion
const posthog = new PostHog(process.env.POSTHOG_API_KEY || """", {
```
",feedback,unclassified,1,2,unanswered,,,,
2099931680,3079737329,OpenAI Codex,test,tests/test_utils.py,True,"[nitpick] Use `pytest.mark.parametrize` to iterate over devices (e.g., 'cpu' and 'cuda') in one test, reducing duplicate code and improving readability.",feedback,maintainability,0,0,unanswered,,,,
2110437744,3095413885,GitHub Copilot,production,packages/tspd/src/ref-doc/emitters/markdown.ts,False,Run `pnpm regen-docs` after a build to ensure all docs use this new title,feedback,functional,0,0,answered,,,,
2199484320,3221411520,Cursor,test,tests/func/test_audio.py,True,"**issue (code-quality):** Avoid loops in tests. ([`no-loop-in-tests`](https://docs.sourcery.ai/Reference/Rules-and-In-Line-Suggestions/Python/Default-Rules/no-loop-in-tests))

<details><summary>Explanation</summary>Avoid complex code, like loops, in test functions.

Google's software engineering guidelines says:
""Clear tests are trivially correct upon inspection""
To reach that avoid complex code in tests:
* loops
* conditionals

Some ways to fix this:

* Use parametrized tests to get rid of the loop.
* Move the complex logic into helpers.
* Move the complex part into pytest fixtures.

> Complexity is most often introduced in the form of logic. Logic is defined via the imperative parts of programming languages such as operators, loops, and conditionals. When a piece of code contains logic, you need to do a bit of mental computation to determine its result instead of just reading it off of the screen. It doesn't take much logic to make a test more difficult to reason about.

Software Engineering at Google / [Don't Put Logic in Tests](https://abseil.io/resources/swe-book/html/ch12.html#donapostrophet_put_logic_in_tests)
</details>",feedback,unclassified,-1,1,unanswered,,,,
2223531686,3250546916,GitHub Copilot,test,test/unit_test/cli/test_optimize.py,True,"## PYLINT/W0212

Access to a protected member _build_passes_config of a client class (protected-access)
See [protected-access](https://pylint.pycqa.org/en/latest/user_guide/messages/warning/protected-access.html).

[Show more details](https://github.com/microsoft/Olive/security/code-scanning/18111)",feedback,unclassified,0,1,unanswered,,,,
1964379012,2867174561,Devin,production,src/elements/content-picker/Content.tsx,False,Devin please revert this change,feedback,process,1,0,unanswered,,,,
2193883076,3212619187,GitHub Copilot,docs,docs/en/rules/Azure.ACR.ExportPolicy.md,False,High is not a valid severity use `Important` instead.,feedback,functional,0,0,answered,,,,
2131597076,3119212776,Devin,test,alchemy/test/neon/branch.test.ts,False,Make sure to check the other test suites you just added,feedback,unclassified,0,0,unanswered,,,,
2096022308,3074281509,OpenAI Codex,production,check_env.py,True,"Consider documenting or explicitly commenting that the command-line option takes precedence over the environment variable, which will provide clearer guidance to users.",feedback,unclassified,1,0,unanswered,,,,
2201333130,3223461985,GitHub Copilot,test,onnxscript/rewriter/pattern_base_test.py,False,"```suggestion
        model = ir.from_onnx_text(
            """"""
            <ir_version: 7, opset_import: [ """" : 17]>
            agraph (float[N] x) => (float[N] z)
            {
                z = Identity(x)
            }
            """"""
        )
```",code_suggestion,n/a_code_suggestion,0,1,unanswered,,,,
2015423971,2951230031,Devin,test,packages/convex-helpers/server/customFunctions.finally.test.ts,False,"```suggestion
await t.run(async (ctx) => {
    const result = await (successFn as any)._handler(ctx, {});
```",code_suggestion,n/a_code_suggestion,0,1,unanswered,,,,
2182142654,3198393576,GitHub Copilot,test,lib/cosmos-db/cosmos-db.utils.spec.ts,True,This test expectation has been updated in commit 23141cb to match the hardcoded fallback format.,acknowledgement,n/a_acknowledgement,0,0,unanswered,,,,
2122349072,3106934710,GitHub Copilot,production,src/Aspire.Hosting.Azure.KeyVault/AzureKeyVaultResourceExtensions.cs,False,How so?,feedback,unclassified,0,1,unanswered,,,,
2240834520,3200033873,GitHub Copilot,test,tests/test_main.py,False,That's my guess. Looks like it's in the first commit so probably just didn't get cleaned out during @bw4sz's reset and recommit.,feedback,unclassified,0,0,unanswered,,,,
2237161250,3267130547,GitHub Copilot,test,src/commons/sagas/__tests__/SafeEffects.test.ts,False,Pretty sure we can do `vi.importActual('@sentry/browser')` instead.,feedback,unclassified,0,0,unanswered,,,,
